engagementKey,userKey,userId,learningMaterialKey,title,department,quizScore,learningMaterialCompletion[0].completed
510,28,670cca73e0941d56b05ee333,390,Universe deludo verus alioqui apostolus eaque aufero apostolus beatus.,Full Stack,99,True
511,405,670cca73e0941d56b05ee509,876,Vir solium crux tergiversatio utrimque ut suppono tollo vorax.,Data Science,80,True
512,290,670cca73e0941d56b05ee65d,919,Suscipio congregatio atrocitas at expedita atque ager.,Full Stack,84,False
513,306,670cca73e0941d56b05ee517,341,Confugo voco cunctatio spiculum comes summa caecus ulciscor solus allatus.,Data Science,2,True
514,227,670cca73e0941d56b05ee3c3,848,Acerbitas alii valeo cuppedia clibanus.,Data Engineering,11,False
515,406,670cca73e0941d56b05ee423,385,Clam veniam crur aperte teres clamo fugiat tenuis thermae.,Data Engineering,81,False
516,90,670cca73e0941d56b05ee334,427,Ullam tredecim acceptus adduco quibusdam.,Data Science,93,False
517,407,670cca73e0941d56b05ee4e1,785,Conforto ullam succurro terminatio sub.,Data Engineering,21,False
518,408,670cca73e0941d56b05ee3d1,541,Aliquid thesaurus quasi vorax ustilo quo defetiscor veritas arbustum virgo.,Data Science,95,True
519,409,670cca73e0941d56b05ee35e,542,Demum conitor despecto.,Data Science,31,False
520,349,670cca73e0941d56b05ee56d,494,Vitiosus amplus color collum administratio rem terga tutis sol.,Full Stack,86,True
521,410,670cca73e0941d56b05ee45d,637,Ver antiquus nihil balbus corrumpo aduro deludo arcesso.,Full Stack,17,True
522,411,670cca73e0941d56b05ee577,249,Tenuis crapula defetiscor comptus cuius.,Data Engineering,18,True
523,381,670cca73e0941d56b05ee5f1,591,Torrens asper decipio uter caelestis attollo.,Full Stack,14,False
524,333,670cca73e0941d56b05ee279,542,Demum conitor despecto.,Data Science,65,True
525,412,670cca73e0941d56b05ee30c,221,Reprehenderit corrigo cedo distinctio cohibeo demens vomica.,Full Stack,42,True
526,34,670cca73e0941d56b05ee477,754,Arceo solitudo adipiscor delectatio.,Full Stack,70,True
527,290,670cca73e0941d56b05ee65d,298,Tactus cresco cupressus.,Full Stack,89,False
528,324,670cca73e0941d56b05ee5db,597,Perferendis cognomen verto.,Data Engineering,81,True
529,413,670cca73e0941d56b05ee612,856,Consectetur xiphias demergo valde deputo conicio peccatus ubi aestivus.,Data Engineering,4,False
530,14,670cca73e0941d56b05ee376,624,Antepono amicitia dolorem.,Data Science,19,True
531,54,670cca73e0941d56b05ee5e3,416,Curtus arguo amitto sequi voluntarius.,Data Science,87,False
532,71,670cca73e0941d56b05ee637,107,Tergum culpa cicuta creta ancilla suscipio.,Data Engineering,51,False
533,414,670cca73e0941d56b05ee561,224,Cursim vado antepono capitulus volup sapiente vilis comprehendo explicabo cerno.,Full Stack,68,True
534,40,670cca73e0941d56b05ee294,362,Voluptatem textor crastinus tolero fugit deficio laborum talis cresco arbor.,Data Engineering,21,True
535,415,670cca73e0941d56b05ee30b,280,Suscipio amor concido.,Full Stack,26,True
536,259,670cca73e0941d56b05ee35d,9,Ago denego dapifer pel perferendis.,Data Engineering,35,False
537,416,670cca73e0941d56b05ee4fa,247,Alienus uxor repellendus surculus suppellex undique tactus.,Full Stack,99,False
538,248,670cca73e0941d56b05ee3fc,12,Versus adicio cerno.,Full Stack,9,True
539,194,670cca73e0941d56b05ee501,978,Temporibus accendo adopto amitto statim cresco.,Full Stack,65,False
540,417,670cca73e0941d56b05ee58f,188,Vomica vomica adhuc una crepusculum.,Full Stack,49,False
541,418,670cca73e0941d56b05ee2a9,759,Derelinquo ipsa territo vulnero necessitatibus dolores defleo.,Full Stack,19,True
542,419,670cca73e0941d56b05ee4d9,975,Cognomen conservo damnatio ultio amet odio thorax hic ventus currus.,Full Stack,65,False
543,368,670cca73e0941d56b05ee359,962,Crinis video arcus.,Data Science,54,False
544,164,670cca73e0941d56b05ee487,830,Apostolus molestiae quia ventus doloribus absorbeo cras atrox currus trucido.,Data Engineering,52,True
545,32,670cca73e0941d56b05ee27e,773,Cibus nisi vespillo soleo.,Data Science,14,True
546,232,670cca73e0941d56b05ee5be,749,Civis veritas demens apto umerus subiungo.,Data Science,4,True
547,420,670cca73e0941d56b05ee4c1,429,Eaque catena uter depraedor administratio ducimus voluptatum pauci suggero.,Full Stack,4,True
548,421,670cca73e0941d56b05ee409,145,Aeger tribuo vestigium curvo comptus.,Data Engineering,78,True
549,422,670cca73e0941d56b05ee438,352,Texo armarium sub varietas molestiae creptio cicuta color desidero caries.,Data Engineering,84,True
550,423,670cca73e0941d56b05ee554,759,Derelinquo ipsa territo vulnero necessitatibus dolores defleo.,Full Stack,77,True
551,250,670cca73e0941d56b05ee55a,492,Xiphias compello arca.,Data Science,16,False
552,424,670cca73e0941d56b05ee355,181,Tres tabgo amplexus thymbra vergo.,Data Engineering,89,False
553,35,670cca73e0941d56b05ee4b9,631,Confido turpis suppono mollitia necessitatibus tripudio textor.,Full Stack,76,False
554,47,670cca73e0941d56b05ee474,945,Appello audacia valetudo subvenio repellendus adinventitias.,Data Science,19,False
555,425,670cca73e0941d56b05ee5c8,681,Iusto in conforto denego cras amplitudo.,Data Science,30,False
556,426,670cca73e0941d56b05ee61b,328,Varietas averto color deporto aliquam adficio conicio demoror.,Data Engineering,88,True
557,131,670cca73e0941d56b05ee5f5,388,Porro pectus aufero.,Full Stack,8,True
558,224,670cca73e0941d56b05ee4c9,116,Congregatio verecundia sodalitas tremo celo accusamus succurro.,Data Engineering,53,True
559,48,670cca73e0941d56b05ee568,339,Subvenio uterque repellendus.,Data Science,76,True
560,417,670cca73e0941d56b05ee58f,975,Cognomen conservo damnatio ultio amet odio thorax hic ventus currus.,Full Stack,92,True
561,427,670cca73e0941d56b05ee583,944,Cognatus utrimque corroboro vox curtus aperte ulterius.,Data Science,97,True
562,184,670cca73e0941d56b05ee478,716,Spes cur vero campana ambitus comminor vos surgo.,Data Engineering,62,False
563,428,670cca73e0941d56b05ee5d7,122,Adstringo sum surgo solium.,Data Engineering,34,False
564,429,670cca73e0941d56b05ee5ad,477,Delicate aut verus somniculosus dedecor accusator.,Data Science,64,True
565,430,670cca73e0941d56b05ee457,160,Ara alii quia claustrum caveo admoneo vulticulus hic laborum.,Data Science,3,True
566,136,670cca73e0941d56b05ee37d,750,Paens valetudo defessus paens.,Full Stack,51,False
567,431,670cca73e0941d56b05ee2a4,110,Acies conduco degusto valetudo articulus verecundia audio.,Data Engineering,5,False
568,91,670cca73e0941d56b05ee3f7,946,Tamen agnosco delectus crapula.,Full Stack,55,True
569,69,670cca73e0941d56b05ee40e,353,Quae denique vulnus.,Full Stack,71,True
570,424,670cca73e0941d56b05ee355,622,Tabgo ipsum solvo socius defetiscor confido tero coerceo tantum.,Full Stack,47,False
571,432,670cca73e0941d56b05ee496,656,Voco unus synagoga civitas amplus adipiscor aggredior.,Data Engineering,78,False
572,144,670cca73e0941d56b05ee43f,115,Ipsum traho arma caput crudelis caritas adipiscor.,Data Engineering,28,False
573,282,670cca73e0941d56b05ee3a1,347,Demulceo inventore solio sto caput depulso.,Data Science,54,False
574,433,670cca73e0941d56b05ee5f2,777,Culpo testimonium vulpes labore assumenda utique.,Data Science,47,True
575,434,670cca73e0941d56b05ee5fc,981,Peior unus adduco defetiscor tamisium validus varietas.,Data Engineering,59,False
576,435,670cca73e0941d56b05ee59f,484,Subito accusamus aeneus crastinus inventore cibo suspendo templum.,Data Science,75,False
577,187,670cca73e0941d56b05ee57d,590,Stillicidium vestigium surculus claudeo viscus suppellex.,Data Science,28,True
578,436,670cca73e0941d56b05ee2b1,437,Sufficio vesper coniecto synagoga accusator volup appono veritas.,Data Science,10,True
579,200,670cca73e0941d56b05ee57a,661,Vereor adinventitias derelinquo repellendus via pauci adfero.,Data Engineering,49,False
580,437,670cca73e0941d56b05ee3f4,451,Universe cultellus suscipio argentum amplitudo tergo occaecati.,Data Engineering,91,True
581,438,670cca73e0941d56b05ee37a,399,Testimonium bestia fugit valens tubineus sortitus demens magni statua surculus.,Full Stack,51,True
582,276,670cca73e0941d56b05ee3b6,712,Ipsam esse absque volup amo cilicium cribro.,Full Stack,10,True
583,439,670cca73e0941d56b05ee555,405,Claro solutio contra nisi.,Full Stack,92,False
584,89,670cca73e0941d56b05ee442,552,Demoror canto voco laborum quae cimentarius.,Data Engineering,62,True
585,385,670cca73e0941d56b05ee464,881,Libero copia vilitas decens ademptio acerbitas tutamen suscipio sapiente taceo.,Full Stack,73,False
586,440,670cca73e0941d56b05ee368,196,Patruus tabula desipio cunae subvenio.,Data Science,77,True
587,441,670cca73e0941d56b05ee48b,553,Communis capillus conspergo verumtamen commemoro ascisco addo animadverto texo.,Data Engineering,28,False
588,354,670cca73e0941d56b05ee435,491,Deporto territo tui cupiditas clam cui amor.,Full Stack,48,True
589,442,670cca73e0941d56b05ee4bb,347,Demulceo inventore solio sto caput depulso.,Data Science,59,False
590,443,670cca73e0941d56b05ee4e8,794,Quaerat calculus apto harum censura sub vallum admitto.,Data Engineering,73,False
591,444,670cca73e0941d56b05ee41a,126,Terreo capto alienus.,Data Engineering,38,True
592,353,670cca73e0941d56b05ee543,826,Aequus vapulus vae benevolentia conatus atrocitas patria aperio.,Full Stack,46,False
593,445,670cca73e0941d56b05ee313,293,Tergum vito eligendi quas beneficium vinco animadverto curso.,Full Stack,68,False
594,99,670cca73e0941d56b05ee329,679,Caelum inflammatio talio tenetur cenaculum defaeco vulnero solus.,Data Engineering,52,True
595,446,670cca73e0941d56b05ee324,192,Tui auctus cattus qui apud beatae.,Full Stack,52,True
596,447,670cca73e0941d56b05ee5d1,230,Decens demonstro nisi pariatur acervus combibo conturbo.,Data Science,16,False
597,448,670cca73e0941d56b05ee508,225,Mollitia alo arbor reprehenderit comitatus.,Data Engineering,89,True
598,320,670cca73e0941d56b05ee4ee,719,Volup acquiro clementia.,Data Engineering,3,True
599,449,670cca73e0941d56b05ee56b,98,Dens benigne spero coniecto amplexus ustulo canto velum amplitudo claro.,Full Stack,23,True
600,450,670cca73e0941d56b05ee391,892,Conventus deinde thymbra patruus cado averto.,Data Engineering,19,False
601,451,670cca73e0941d56b05ee2d7,270,Vergo thesaurus dolorem dens tabula arma universe aspicio dolore sortitus.,Data Engineering,45,False
602,452,670cca73e0941d56b05ee5f9,654,Aedificium solus tantillus audio thalassinus casus xiphias maiores.,Data Science,41,True
603,30,670cca73e0941d56b05ee3d6,610,Textilis apostolus cornu deleo acceptus degenero capitulus.,Data Science,75,False
604,125,670cca73e0941d56b05ee541,372,Aegre adimpleo assumenda alias solvo.,Full Stack,89,True
605,453,670cca73e0941d56b05ee2dc,449,Nesciunt clamo virtus officia depraedor tutis concedo talus.,Data Engineering,8,False
606,454,670cca73e0941d56b05ee327,538,Angustus talus sollicito utique carcer.,Full Stack,90,True
607,455,670cca73e0941d56b05ee2ea,732,Centum barba ab a delectatio textus despecto quibusdam vapulus decumbo.,Full Stack,73,False
608,456,670cca73e0941d56b05ee3ce,723,Pauper sed crapula averto tardus voluptatibus urbanus modi coniecto.,Full Stack,43,False
609,457,670cca73e0941d56b05ee60e,458,Patruus magni thermae aqua sperno vacuus.,Data Engineering,75,False
610,458,670cca73e0941d56b05ee59e,705,Coruscus triumphus esse arbustum concedo.,Full Stack,64,False
611,413,670cca73e0941d56b05ee612,322,Tribuo minima bonus verbum appono cenaculum cumque vomica crastinus tracto.,Full Stack,98,False
612,323,670cca73e0941d56b05ee4be,384,Aqua reprehenderit capto vel molestias aptus verbum arbitro.,Full Stack,22,False
613,97,670cca73e0941d56b05ee580,818,Laudantium pax cupressus vociferor tertius consequatur ubi.,Data Engineering,74,False
614,8,670cca73e0941d56b05ee631,23,Universe sulum dolorum maiores capitulus approbo ultio.,Data Science,33,True
615,459,670cca73e0941d56b05ee488,517,Cruciamentum crudelis una claudeo vespillo cursim tutis.,Data Engineering,19,True
616,98,670cca73e0941d56b05ee414,37,Acsi ullus demum dens turpis victoria.,Full Stack,76,False
617,260,670cca73e0941d56b05ee4f2,885,Tersus terra dolores vacuus cupiditate subvenio molestias harum sodalitas.,Data Engineering,16,True
618,460,670cca73e0941d56b05ee52b,826,Aequus vapulus vae benevolentia conatus atrocitas patria aperio.,Full Stack,10,True
619,461,670cca73e0941d56b05ee2ba,529,Suscipio ullus decimus vinum turba velociter repudiandae conitor video adhaero.,Data Science,62,False
620,462,670cca73e0941d56b05ee365,349,Aedificium vel trans aequitas alii vae vigor crebro tolero.,Data Engineering,13,False
621,463,670cca73e0941d56b05ee4b4,263,Victus vestigium thema degusto carbo mollitia bibo delectus concedo supra.,Full Stack,48,True
622,464,670cca73e0941d56b05ee4f0,476,Tertius atavus copiose suffoco virtus tredecim.,Full Stack,8,True
623,465,670cca73e0941d56b05ee405,572,Illum conscendo carbo dapifer tardus id adnuo tonsor desipio.,Data Science,21,True
624,466,670cca73e0941d56b05ee58c,51,Chirographum recusandae comis acceptus ducimus.,Full Stack,65,True
625,32,670cca73e0941d56b05ee27e,218,Summisse veritatis recusandae thema.,Data Science,87,True
626,149,670cca73e0941d56b05ee2a3,678,Tempus debilito adversus texo varietas carbo caritas arbustum.,Data Science,79,True
627,408,670cca73e0941d56b05ee3d1,210,Tricesimus caute tactus aestivus creber.,Data Science,31,True
628,80,670cca73e0941d56b05ee2d1,322,Tribuo minima bonus verbum appono cenaculum cumque vomica crastinus tracto.,Full Stack,30,True
629,311,670cca73e0941d56b05ee44c,787,Utrimque cohaero spes vae curiositas audacia.,Data Science,37,False
630,339,670cca73e0941d56b05ee607,894,Comparo cursus demitto damnatio nemo defendo bibo appositus.,Data Science,70,True
631,467,670cca73e0941d56b05ee4fd,676,Deserunt adipiscor amor sperno debilito tergum ea arto demens.,Full Stack,63,True
632,30,670cca73e0941d56b05ee3d6,597,Perferendis cognomen verto.,Data Engineering,0,True
633,110,670cca73e0941d56b05ee39f,790,Alii comedo tergum itaque speciosus vorax vitae.,Full Stack,19,True
634,421,670cca73e0941d56b05ee409,224,Cursim vado antepono capitulus volup sapiente vilis comprehendo explicabo cerno.,Full Stack,16,True
635,468,670cca73e0941d56b05ee4a1,488,Somnus facilis asporto aestivus crebro officiis.,Data Engineering,59,True
636,469,670cca73e0941d56b05ee458,714,Theatrum vomer cribro valetudo conatus admoneo videlicet defessus constans.,Full Stack,78,True
637,470,670cca73e0941d56b05ee62d,151,Avarus cunctatio deputo animi adduco caecus ultra tempore cumque cura.,Data Science,60,True
638,62,670cca73e0941d56b05ee516,804,Curriculum thalassinus arto vesica rerum amiculum caries.,Full Stack,55,False
639,33,670cca73e0941d56b05ee385,279,Audentia vesper dedecor sequi sophismata candidus crinis excepturi cupiditate tactus.,Full Stack,43,True
640,102,670cca73e0941d56b05ee46e,188,Vomica vomica adhuc una crepusculum.,Full Stack,86,True
641,437,670cca73e0941d56b05ee3f4,842,Sono vilis occaecati.,Full Stack,16,True
642,471,670cca73e0941d56b05ee3ba,357,Odio summisse ubi deficio tenus venustas.,Data Engineering,9,True
643,346,670cca73e0941d56b05ee2ca,605,Articulus cultellus quaerat venia tumultus temeritas vinitor cena strenuus amaritudo.,Full Stack,66,False
644,385,670cca73e0941d56b05ee464,717,Venio cura volaticus arceo vestigium magni corona.,Data Engineering,1,True
645,472,670cca73e0941d56b05ee323,129,Molestiae suffragium ultra.,Data Engineering,47,True
646,473,670cca73e0941d56b05ee63b,244,Acquiro cruciamentum id accusamus advoco turpis terga.,Data Engineering,7,False
647,474,670cca73e0941d56b05ee4f6,93,Pectus campana acidus cena.,Full Stack,38,False
648,475,670cca73e0941d56b05ee2cf,731,Delego bonus veritas rem arto.,Full Stack,76,True
649,476,670cca73e0941d56b05ee3d5,1000,Rem valde cibus.,Full Stack,7,True
650,477,670cca73e0941d56b05ee591,81,Volva cresco quis aliquid crudelis tyrannus modi truculenter curis quod.,Data Science,95,False
651,478,670cca73e0941d56b05ee651,418,Talis adipisci arma varietas verbum.,Data Engineering,88,True
652,479,670cca73e0941d56b05ee569,596,Corpus carcer asperiores adduco enim supellex appositus.,Data Science,48,False
653,480,670cca73e0941d56b05ee526,548,Vulnus saepe canonicus aurum demo corrigo.,Data Engineering,52,False
654,174,670cca73e0941d56b05ee4c0,956,Defungo arceo cohibeo arbustum decerno.,Data Science,41,True
655,261,670cca73e0941d56b05ee378,816,Suadeo vestrum altus adsuesco tutamen tantum carcer vomica vaco.,Full Stack,79,False
656,481,670cca73e0941d56b05ee5f3,217,Ab chirographum attonbitus creptio tribuo.,Data Science,61,False
657,106,670cca73e0941d56b05ee4d4,998,Arbustum correptius debeo aequus sapiente universe crur.,Data Science,68,False
658,138,670cca73e0941d56b05ee4cb,753,Virgo cibus demo communis terebro cenaculum.,Data Science,70,True
659,207,670cca73e0941d56b05ee3e9,701,Sordeo cursus pectus sopor denuo cattus.,Data Science,77,False
660,482,670cca73e0941d56b05ee419,118,Calamitas tersus valde vulnero aranea calculus.,Full Stack,80,True
661,483,670cca73e0941d56b05ee61f,801,Suggero tergum impedit calcar ab amaritudo.,Full Stack,6,True
662,103,670cca73e0941d56b05ee4e6,119,Terra caveo tricesimus ea turbo.,Data Engineering,70,False
663,484,670cca73e0941d56b05ee495,579,Admiratio cena optio voluptatibus admoneo tenuis carmen defaeco.,Data Science,92,False
664,167,670cca73e0941d56b05ee3ca,442,Summa una calco neque agnosco atqui infit nostrum cito.,Data Science,53,False
665,485,670cca73e0941d56b05ee613,161,Comitatus vinum amiculum cauda victus sequi teres ullus abeo apto.,Full Stack,51,False
666,302,670cca73e0941d56b05ee34c,157,Alioqui desino cuppedia credo defleo.,Data Engineering,41,False
667,486,670cca73e0941d56b05ee41f,678,Tempus debilito adversus texo varietas carbo caritas arbustum.,Data Science,82,False
668,47,670cca73e0941d56b05ee474,708,Termes cursus tertius aestus.,Full Stack,59,True
669,351,670cca73e0941d56b05ee644,570,Termes curtus adaugeo sequi.,Data Engineering,19,False
670,487,670cca73e0941d56b05ee2ae,261,Decumbo terebro vestigium labore utor desipio subseco.,Data Science,80,True
671,451,670cca73e0941d56b05ee2d7,931,Adiuvo veritatis sperno inventore.,Data Engineering,28,False
672,204,670cca73e0941d56b05ee449,397,Tunc urbs colo eum audax via unde.,Full Stack,50,True
673,488,670cca73e0941d56b05ee584,863,Suppono pecco vae reprehenderit.,Data Engineering,43,True
674,397,670cca73e0941d56b05ee643,441,Strues tutamen velit cunabula cogo.,Data Science,6,True
675,397,670cca73e0941d56b05ee643,505,Cavus ullus cupiditate fugit suffragium alo corroboro acidus.,Data Science,40,False
676,391,670cca73e0941d56b05ee45b,121,Dicta aggredior aspicio deripio.,Full Stack,28,False
677,173,670cca73e0941d56b05ee4d3,180,Adsuesco usitas adficio soluta.,Full Stack,86,False
678,489,670cca73e0941d56b05ee371,659,Contego tamen amaritudo pariatur trans subvenio volutabrum carbo voluptate.,Data Engineering,63,False
679,163,670cca73e0941d56b05ee39b,341,Confugo voco cunctatio spiculum comes summa caecus ulciscor solus allatus.,Data Science,91,False
680,94,670cca73e0941d56b05ee611,662,Vulariter quod triduana aspicio truculenter.,Data Engineering,0,True
681,11,670cca73e0941d56b05ee522,123,Vomito vulnus summisse celo vespillo aeneus atrox utor.,Full Stack,82,True
682,45,670cca73e0941d56b05ee553,260,Amor spero causa verumtamen volva usitas.,Full Stack,2,True
683,490,670cca73e0941d56b05ee489,807,Patruus uter attero cupiditas colo nulla approbo tabula dolorum denego.,Data Engineering,59,False
684,287,670cca73e0941d56b05ee628,461,Super reprehenderit cubo coadunatio termes varietas cresco clementia cruciamentum.,Full Stack,67,False
685,29,670cca73e0941d56b05ee2e0,773,Cibus nisi vespillo soleo.,Data Science,66,False
686,432,670cca73e0941d56b05ee496,918,Capto casso tergeo ait colo deporto surculus.,Full Stack,80,True
687,32,670cca73e0941d56b05ee27e,802,Damno verbera deprecator curiositas inflammatio corona quaerat.,Data Engineering,28,False
688,168,670cca73e0941d56b05ee3f6,505,Cavus ullus cupiditate fugit suffragium alo corroboro acidus.,Data Science,15,True
689,329,670cca73e0941d56b05ee4cf,223,Distinctio clamo casso derideo dolores damnatio concido sursum.,Data Engineering,48,False
690,218,670cca73e0941d56b05ee372,589,Paulatim ullam absum dolore veritas surgo.,Full Stack,14,False
691,491,670cca73e0941d56b05ee5ea,298,Tactus cresco cupressus.,Full Stack,40,True
692,492,670cca73e0941d56b05ee363,233,Esse cupio sperno termes praesentium.,Data Science,34,True
693,493,670cca73e0941d56b05ee30a,891,Audio mollitia cimentarius ipsa.,Data Science,64,False
694,494,670cca73e0941d56b05ee34d,921,Veritatis voco timor clam tenax thorax astrum aperio.,Data Science,5,True
695,495,670cca73e0941d56b05ee4ef,457,Cursus repudiandae exercitationem amplitudo.,Data Science,69,False
696,496,670cca73e0941d56b05ee5d5,790,Alii comedo tergum itaque speciosus vorax vitae.,Full Stack,98,False
697,497,670cca73e0941d56b05ee532,451,Universe cultellus suscipio argentum amplitudo tergo occaecati.,Data Engineering,66,True
698,498,670cca73e0941d56b05ee4d2,298,Tactus cresco cupressus.,Full Stack,32,True
699,316,670cca73e0941d56b05ee383,665,Vos allatus autus abscido villa.,Data Engineering,49,False
700,499,670cca73e0941d56b05ee3c6,353,Quae denique vulnus.,Full Stack,57,True
701,500,670cca73e0941d56b05ee35c,147,Adficio crebro tabgo textilis amissio suspendo contra pariatur alo ambulo.,Data Science,29,True
702,62,670cca73e0941d56b05ee516,838,Tredecim velut casso umquam comis capto credo circumvenio degenero depromo.,Full Stack,75,False
703,501,670cca73e0941d56b05ee5b7,934,Quam adsuesco neque illo sequi triumphus.,Data Science,27,False
704,502,670cca73e0941d56b05ee4b8,505,Cavus ullus cupiditate fugit suffragium alo corroboro acidus.,Data Science,98,False
705,410,670cca73e0941d56b05ee45d,686,Inflammatio vorax terra sint vetus optio absens adopto turba.,Data Science,73,False
706,503,670cca73e0941d56b05ee439,952,Subito aut neque debitis.,Full Stack,59,True
707,222,670cca73e0941d56b05ee636,741,Ventito tertius tui ancilla.,Data Science,56,False
708,93,670cca73e0941d56b05ee5eb,898,Timidus depromo demoror debeo basium aliqua debeo ascit.,Data Science,66,True
709,477,670cca73e0941d56b05ee591,21,Curatio cur umbra amo perferendis.,Data Engineering,17,True
710,504,670cca73e0941d56b05ee564,750,Paens valetudo defessus paens.,Full Stack,32,False
711,505,670cca73e0941d56b05ee430,197,Videlicet verbum laudantium decumbo adsum coniecto curto audax advenio vacuus.,Data Engineering,70,True
712,506,670cca73e0941d56b05ee592,838,Tredecim velut casso umquam comis capto credo circumvenio degenero depromo.,Full Stack,87,False
713,323,670cca73e0941d56b05ee4be,649,Itaque accusantium umbra adstringo eos delinquo conservo.,Data Engineering,63,True
714,507,670cca73e0941d56b05ee61e,557,Aetas voro xiphias.,Data Engineering,64,False
715,14,670cca73e0941d56b05ee376,150,Tam tantum vicissitudo libero unus curiositas valens civis supplanto.,Full Stack,66,True
716,508,670cca73e0941d56b05ee56a,533,Termes rem quo corporis adeptio baiulus celer.,Data Science,40,True
717,98,670cca73e0941d56b05ee414,85,Solitudo animus vilis tametsi.,Data Engineering,31,False
718,509,670cca73e0941d56b05ee492,181,Tres tabgo amplexus thymbra vergo.,Data Engineering,78,True
719,228,670cca73e0941d56b05ee52e,987,Comprehendo thesis itaque aspicio supra.,Data Engineering,6,False
720,510,670cca73e0941d56b05ee3de,589,Paulatim ullam absum dolore veritas surgo.,Full Stack,12,True
721,141,670cca73e0941d56b05ee3a4,35,Virga vester amoveo.,Full Stack,95,True
722,511,670cca73e0941d56b05ee626,758,Textus utrimque crustulum sumo ater templum adeo valeo.,Data Science,69,False
723,512,670cca73e0941d56b05ee44d,38,Clarus aureus calamitas canonicus tabgo sed.,Data Engineering,98,True
724,513,670cca73e0941d56b05ee309,16,Caput vilis crur culpa tertius.,Full Stack,82,True
725,514,670cca73e0941d56b05ee278,993,Pauper abeo spargo perspiciatis summa assentator correptius doloremque auctor.,Full Stack,0,False
726,515,670cca73e0941d56b05ee298,598,Custodia una vulgo.,Data Science,33,True
727,516,670cca73e0941d56b05ee453,781,Substantia ascit censura dolorem suus arbor voluptatum commodi usque.,Full Stack,59,False
728,517,670cca73e0941d56b05ee338,592,Coaegresco tergum et vilis consequuntur angustus esse.,Data Engineering,55,True
729,326,670cca73e0941d56b05ee410,149,Dolor ipsa et comitatus.,Data Engineering,75,True
730,518,670cca73e0941d56b05ee381,542,Demum conitor despecto.,Data Science,61,False
731,519,670cca73e0941d56b05ee3f0,996,Auxilium sodalitas deprimo vapulus.,Full Stack,14,True
732,391,670cca73e0941d56b05ee45b,747,Rerum curiositas crebro crinis natus testimonium antepono.,Data Engineering,57,False
733,520,670cca73e0941d56b05ee524,430,Aperio agnosco villa quos.,Data Engineering,77,True
734,521,670cca73e0941d56b05ee58e,668,Peccatus coaegresco velut voluptatibus audacia cena ultio.,Full Stack,42,False
735,522,670cca73e0941d56b05ee5e1,855,Teres dolor amaritudo apud soluta appositus amissio.,Full Stack,48,True
736,321,670cca73e0941d56b05ee293,616,Delectus suasoria venustas credo vix cubitum adfectus ex tener.,Full Stack,95,False
737,463,670cca73e0941d56b05ee4b4,849,Velociter demergo pax adicio annus chirographum venia.,Data Science,38,True
738,370,670cca73e0941d56b05ee5a4,980,Sollers charisma turbo.,Full Stack,32,True
739,523,670cca73e0941d56b05ee566,222,Audeo ager clamo utrimque facere tondeo maiores claro talis.,Full Stack,40,False
740,524,670cca73e0941d56b05ee4ac,806,Voluptatum aiunt quos.,Full Stack,42,True
741,525,670cca73e0941d56b05ee301,370,Aer victoria admitto provident adversus vesco.,Full Stack,35,True
742,384,670cca73e0941d56b05ee658,969,Cibo defessus pecus caste debilito consuasor uberrime cicuta.,Full Stack,91,True
743,221,670cca73e0941d56b05ee318,444,Certus corona volo culpo animi color.,Full Stack,5,False
744,526,670cca73e0941d56b05ee3ac,493,Utrum tredecim socius uredo conicio voluptates.,Data Science,46,True
745,527,670cca73e0941d56b05ee465,705,Coruscus triumphus esse arbustum concedo.,Full Stack,96,False
746,262,670cca73e0941d56b05ee62a,397,Tunc urbs colo eum audax via unde.,Full Stack,58,False
747,107,670cca73e0941d56b05ee4d6,317,Clementia amoveo deprimo derelinquo deripio accusamus veniam.,Full Stack,68,True
748,528,670cca73e0941d56b05ee2dd,329,Tenus denuncio torqueo creptio alius stultus comburo solvo deleniti credo.,Data Engineering,68,False
749,529,670cca73e0941d56b05ee5dd,536,Taedium acer adamo adipisci conculco nihil appono modi xiphias astrum.,Data Engineering,11,False
750,530,670cca73e0941d56b05ee5de,266,Cubitum dapifer comes tardus substantia utroque teneo repudiandae.,Data Science,72,True
751,531,670cca73e0941d56b05ee43d,30,Adeptio traho tempora debilito verbera necessitatibus totam.,Full Stack,56,False
752,320,670cca73e0941d56b05ee4ee,807,Patruus uter attero cupiditas colo nulla approbo tabula dolorum denego.,Data Engineering,4,False
753,417,670cca73e0941d56b05ee58f,605,Articulus cultellus quaerat venia tumultus temeritas vinitor cena strenuus amaritudo.,Full Stack,7,False
754,43,670cca73e0941d56b05ee2d6,168,Aro tui eaque administratio minus.,Full Stack,15,False
755,126,670cca73e0941d56b05ee53c,307,Uxor advenio spoliatio corrumpo convoco autem minima basium coadunatio.,Data Science,9,True
756,353,670cca73e0941d56b05ee543,715,Tot contigo ratione suggero super molestias decretum conatus currus.,Data Science,58,True
757,532,670cca73e0941d56b05ee454,283,Architecto tripudio tolero angulus.,Data Science,51,False
758,533,670cca73e0941d56b05ee38b,193,Artificiose solio cornu.,Data Science,4,False
759,534,670cca73e0941d56b05ee50b,368,Certus tristis barba pecto magni audio crur casso.,Data Engineering,84,False
760,535,670cca73e0941d56b05ee4d0,223,Distinctio clamo casso derideo dolores damnatio concido sursum.,Data Engineering,78,False
